Block	Agreement	SNP count
3880	match	2
3881	match	2
3882	match	5
3883	match	2
3884	-	4
3885	match	2
3886	match	2
3887	match	2
3888	match	2
3889	match	2
3890	match	3
3891	match	2
3892	match	3
3893	match	3
3894	match	4
3895	match	2
3896	match	2
3897	match	3
3898	match	2
3899	match	3
3900	match	2
3901	match	2
3902	match	2
3903	match	2
3904	match	2
3905	match	5
3906	match	3
3907	match	2
3908	match	2
3909	match	2
3910	match	5
3911	match	2
3912	match	2
3913	match	2
3914	match	7
3915	match	2
3916	match	6
3917	match	3
3918	match	7
3919	match	2
3920	match	4
3921	match	5
3922	match	2
3923	match	3
3924	match	3
3925	match	5
3926	match	8
3927	match	8
3928	match	2
3929	match	3
3930	-	6
3931	match	3
3932	match	2
3933	match	4
3934	match	8
3935	match	3
3936	match	2
3937	match	2
3938	match	3
3939	match	3
3940	match	2
3941	match	8
3942	match	2
3943	match	2
3944	match	2
3945	match	2
3946	match	3
3947	-	3
3948	match	4
3949	match	2
3950	match	12
3951	match	3
3952	match	7
3953	match	4
3954	match	2
3955	match	2
3956	match	3
3957	match	3
3958	match	6
3959	match	6
3960	match	5
3961	match	2
3962	match	3
3963	match	2
3964	match	5
3965	match	2
3966	match	7
3967	match	3
3968	match	6
3969	match	3
3970	match	2
3971	match	5
3972	match	3
3973	match	2
3974	-	8
3975	match	4
3976	match	2
3977	match	4
3978	match	2
3979	match	4
3980	match	4
3981	match	2
3982	match	6
3983	match	3
3984	match	3
3985	match	2
3986	match	2
3987	match	2
3988	match	4
3989	match	5
3990	match	2
3991	match	2
3992	match	2
3993	match	10
3994	match	2
3995	match	2
3996	match	12
3997	match	2
3998	match	2
3999	match	3
4000	match	3
4001	match	9
4002	match	3
4003	match	10
4004	match	3
4005	match	3
4006	match	3
4007	match	2
4008	match	8
4009	match	2
4010	match	2
4011	match	2
4012	match	4
4013	match	2
4014	match	2
4015	match	2
4016	match	2
4017	match	7
4018	match	5
4019	match	2
4020	match	3
4021	match	2
4022	match	3
4023	match	2
4024	match	7
4025	match	5
4026	match	2
4027	match	2
4028	match	3
4029	match	9
4030	match	4
4031	match	2
4032	match	2
4033	match	2
4034	match	2
4035	match	2
4036	match	10
4037	match	2
4038	match	3
4039	match	3
4040	match	2
4041	match	3
4042	match	4
4043	match	2
4044	match	2
4045	match	4
4046	match	3
4047	match	3
4048	match	2
4049	match	2
4050	match	4
4051	match	4
4052	match	2
4053	match	2
4054	match	2
4055	match	2
4056	match	3
4057	match	2
4058	match	4
4059	match	2
4060	match	4
4061	match	6
4062	match	2
4063	match	2
4064	match	2
4065	match	4
4066	match	3
4067	match	3
4068	match	2
4069	match	2
4070	match	8
4071	match	5
4072	match	3
4073	match	2
4074	match	2
4075	match	2
4076	match	2
4077	match	2
4078	match	4
4079	match	3
4080	match	2
4081	match	4
4082	match	2
4083	match	2
4084	match	3
4085	match	2
4086	match	3
4087	match	7
4088	match	6
4089	match	2
4090	match	2
4091	match	2
4092	match	2
4093	match	4
4094	match	2
4095	match	7
4096	match	2
4097	match	2
4098	-	5
4099	match	2
4100	match	4
4101	match	3
4102	match	3
4103	match	2
4104	match	2
4105	match	2
4106	-	4
4107	match	4
4108	match	2
4109	match	2
4110	match	3
4111	match	2
4112	match	2
4113	match	2
4114	match	4
4115	match	3
4116	match	2
4117	match	6
4118	match	2
4119	match	2
4120	match	4
4121	match	2
4122	-	10
4123	match	2
4124	match	2
4125	match	2
4126	match	5
4127	match	2
4128	match	2
4129	match	3
4130	match	8
4131	match	2
4132	match	4
4133	match	3
4134	match	2
4135	match	3
4136	match	10
4137	match	2
4138	-	5
4139	match	3
4140	match	2
4141	match	6
4142	match	2
4143	match	3
4144	match	2
4145	match	2
4146	match	3
4147	match	3
4148	match	2
4149	match	2
4150	match	2
4151	match	2
4152	match	2
4153	match	4
4154	match	4
4155	match	2
4156	match	2
4157	match	4
4158	match	2
4159	match	4
4160	match	4
4161	match	2
4162	match	2
4163	match	3
4164	match	2
4165	-	2
4166	match	2
4167	match	4
4168	match	8
4169	match	9
4170	match	2
4171	match	2
4172	match	2
4173	match	2
4174	match	2
4175	match	5
4176	match	2
4177	match	4
4178	match	2
4179	match	2
4180	match	3
4181	match	2
4182	match	2
4183	match	3
4184	match	4
4185	match	4
4186	match	3
4187	match	3
4188	match	5
4189	-	6
4190	match	2
4191	match	3
4192	match	2
4193	match	6
4194	match	2
4195	match	2
4196	-	4
4197	match	2
4198	match	2
4199	match	2
4200	match	2
4201	match	2
4202	match	5
4203	match	2
4204	match	2
4205	match	9
4206	match	3
4207	match	3
4208	match	4
4209	match	2
4210	match	4
4211	match	4
4212	match	2
4213	match	2
4214	match	2
4215	match	2
4216	match	2
4217	match	2
4218	match	2
4219	match	2
4220	match	2
4221	match	2
4222	match	3
4223	match	6
4224	match	2
4225	match	2
4226	match	2
4227	match	17
4228	match	2
4229	match	2
4230	match	2
4231	match	2
4232	match	2
4233	match	4
4234	match	2
4235	match	2
4236	match	3
4237	match	2
4238	match	4
4239	-	5
4240	match	7
4241	match	5
4242	match	4
4243	match	2
4244	match	2
4245	match	10
4246	match	2
4247	match	3
4248	match	2
4249	match	6
4250	match	2
4251	match	2
4252	match	2
4253	match	2
4254	match	3
4255	match	2
4256	match	3
4257	match	2
4258	match	3
4259	match	3
4260	match	8
4261	match	3
4262	match	3
4263	match	2
4264	match	2
4265	match	8
4266	match	2
4267	match	2
4268	match	2
4269	match	3
4270	match	3
4271	match	3
4272	match	2
4273	match	2
4274	match	2
4275	match	7
4276	match	5
4277	match	2
4278	match	4
4279	match	3
4280	match	3
4281	match	2
4282	match	11
4283	-	11
4284	match	2
4285	match	3
4286	match	3
4287	match	6
4288	match	2
4289	match	2
4290	match	6
4291	match	2
4292	match	3
4293	match	2
4294	match	3
4295	match	15
4296	match	2
4297	-	13
4298	match	2
4299	match	9
4300	match	4
4301	match	2
4302	match	2
4303	match	2
4304	match	2
4305	match	9
4306	-	6
4307	match	2
4308	match	2
4309	match	2
4310	-	11
4311	match	3
4312	match	2
4313	match	2
4314	match	2
4315	match	7
4316	match	4
4317	match	6
4318	match	2
4319	match	3
4320	match	3
4321	match	2
4322	match	2
4323	match	2
4324	-	4
4325	match	2
4326	match	4
4327	match	4
4328	match	10
4329	match	2
4330	match	6
4331	match	3
4332	match	2
4333	match	3
4334	match	3
4335	match	2
4336	match	3
4337	match	4
4338	match	2
4339	match	18
4340	match	4
4341	match	2
4342	match	2
4343	match	6
4344	match	2
4345	match	4
4346	match	3
4347	match	2
4348	match	2
4349	match	2
4350	match	4
4351	match	4
4352	match	3
4353	-	55
4354	-	3
4355	match	2
4356	-	4
4357	match	5
4358	match	2
4359	match	3
4360	match	10
4361	match	2
4362	match	4
4363	match	10
4364	match	3
4365	match	2
4366	match	3
4367	-	8
4368	match	5
4369	match	2
4370	match	3
4371	match	2
4372	match	3
4373	-	18
4374	match	2
4375	match	4
4376	match	2
4377	match	3
4378	-	10
4379	match	3
4380	match	3
4381	match	7
4382	match	2
4383	match	2
4384	match	3
4385	match	3
4386	match	2
4387	match	5
4388	match	2
4389	match	3
4390	match	2
4391	match	2
4392	match	2
4393	match	8
4394	match	2
4395	match	2
4396	match	6
4397	match	2
4398	match	3
4399	match	3
4400	match	3
4401	match	2
4402	match	2
4403	match	2
4404	-	11
4405	match	4
4406	match	3
4407	match	3
4408	match	3
4409	match	2
4410	match	2
4411	match	2
4412	match	7
4413	match	5
4414	match	5
4415	match	2
4416	match	6
4417	match	3
4418	match	2
4419	match	2
4420	match	2
4421	match	6
4422	match	2
4423	match	2
4424	match	3
4425	match	12
4426	match	2
4427	match	6
4428	match	2
4429	match	18
4430	match	2
4431	match	2
4432	match	4
4433	match	4
4434	match	3
4435	match	3
4436	match	4
4437	match	2
4438	match	4
4439	match	2
4440	match	4
4441	match	5
4442	match	5
4443	match	2
4444	match	2
4445	match	3
4446	match	3
4447	match	2
4448	match	4
4449	match	2
4450	match	2
4451	match	7
4452	match	19
4453	match	27
4454	match	27
4455	match	2
4456	match	4
4457	match	11
4458	match	3
4459	match	2
4460	match	2
4461	match	7
4462	match	3
4463	match	2
4464	match	4
4465	match	2
4466	match	2
4467	match	2
4468	match	7
4469	match	2
4470	match	2
4471	match	6
4472	match	5
4473	match	2
4474	match	2
4475	match	6
4476	match	3
4477	match	7
4478	match	5
4479	match	2
4480	match	2
4481	match	3
4482	match	4
4483	match	2
4484	match	3
4485	match	4
4486	match	2
4487	match	2
4488	match	4
4489	match	2
4490	match	2
4491	match	5
4492	match	6
4493	match	3
4494	match	7
4495	match	6
4496	match	2
4497	match	2
4498	match	3
4499	match	3
4500	match	3
4501	match	3
4502	match	3
4503	match	4
4504	match	7
4505	match	2
4506	match	3
4507	match	3
4508	match	3
4509	match	2
4510	match	2
4511	match	3
4512	match	3
4513	match	9
4514	match	2
4515	match	4
4516	match	2
4517	match	2
4518	match	5
4519	match	8
4520	match	3
4521	match	2
4522	match	2
4523	match	3
4524	match	2
4525	match	3
4526	match	2
4527	-	2
4528	match	8
4529	match	4
4530	match	2
4531	match	14
4532	match	5
4533	match	2
4534	match	5
4535	match	3
4536	match	10
4537	match	3
4538	match	2
4539	match	5
4540	match	5
4541	match	11
4542	match	2
4543	match	3
4544	match	4
4545	match	2
4546	match	3
4547	match	2
4548	match	6
4549	match	2
4550	match	2
4551	match	2
4552	match	9
4553	match	3
4554	match	5
4555	match	3
4556	match	2
4557	match	3
4558	match	3
4559	match	2
4560	match	6
4561	match	3
4562	match	3
4563	match	4
4564	match	3
4565	match	6
4566	match	2
4567	match	2
4568	match	2
4569	match	5
4570	match	3
4571	-	6
4572	match	5
4573	match	5
4574	match	2
4575	match	2
4576	match	6
4577	match	3
4578	match	8
4579	match	3
4580	match	6
4581	match	6
4582	match	3
4583	match	3
4584	match	4
4585	match	2
4586	match	2
4587	match	4
4588	match	6
4589	match	2
4590	match	10
4591	match	6
4592	match	5
4593	match	2
4594	match	3
4595	match	2
4596	match	5
4597	match	2
4598	match	2
4599	match	5
4600	match	2
4601	match	5
4602	match	2
4603	match	2
4604	match	2
4605	match	2
4606	match	2
4607	match	2
4608	match	3
4609	match	2
4610	match	2
4611	match	4
4612	match	2
4613	match	3
4614	match	10
4615	match	4
4616	match	2
4617	match	2
4618	match	2
4619	match	2
4620	match	3
4621	match	2
4622	match	2
4623	match	6
4624	match	3
4625	match	2
4626	match	3
4627	match	5
4628	match	3
4629	match	2
4630	match	2
4631	match	2
4632	match	2
4633	match	2
4634	match	2
4635	match	2
4636	match	2
4637	match	3
4638	match	2
4639	match	2
4640	match	2
4641	match	3
4642	match	2
4643	match	2
4644	match	2
4645	match	2
4646	match	2
4647	match	2
4648	match	2
4649	match	2
4650	match	2
4651	match	3
4652	match	2
4653	match	5
4654	match	2
4655	match	2
4656	match	2
4657	match	5
4658	match	2
4659	match	3
4660	match	2
4661	match	4
4662	match	2
4663	match	3
4664	match	2
4665	match	3
4666	match	3
4667	match	2
4668	match	2
4669	match	19
4670	match	2
4671	match	2
4672	match	2
4673	match	3
4674	match	2
4675	match	2
4676	match	5
4677	match	2
4678	match	2
4679	match	2
4680	match	2
4681	match	2
4682	match	3
4683	match	2
4684	match	2
4685	match	2
4686	match	4
4687	match	2
4688	match	2
4689	match	5
4690	match	3
4691	match	3
4692	match	4
4693	match	2
4694	match	2
4695	match	2
4696	match	2
4697	match	2
4698	match	2
4699	match	2
4700	match	2
4701	match	2
4702	match	2
4703	match	5
4704	match	5
4705	match	4
4706	match	2
4707	match	4
4708	match	2
4709	match	5
4710	match	3
4711	match	2
4712	match	2
4713	match	2
4714	match	2
4715	match	11
4716	match	8
4717	match	2
4718	match	4
4719	match	2
4720	match	2
4721	match	2
4722	match	2
4723	match	3
4724	match	3
4725	match	8
4726	match	3
4727	match	3
4728	match	2
4729	match	3
4730	match	3
4731	match	2
4732	match	4
4733	match	4
4734	match	2
4735	match	3
4736	match	3
4737	match	2
4738	match	4
4739	match	3
4740	match	7
4741	match	4
4742	match	5
4743	match	4
4744	match	5
4745	match	3
4746	match	2
4747	match	2
4748	match	2
4749	match	2
4750	match	2
4751	match	2
4752	match	3
4753	match	2
4754	match	5
4755	match	4
4756	match	4
4757	match	3
4758	-	9
4759	match	3
4760	-	2
4761	match	2
4762	match	8
4763	match	7
4764	match	2
4765	match	4
4766	match	3
4767	match	2
4768	match	2
4769	match	2
4770	match	5
4771	match	7
4772	match	4
4773	match	7
4774	match	3
4775	match	4
4776	match	6
4777	match	2
4778	match	3
4779	-	3
4780	match	2
4781	match	3
4782	match	3
4783	match	4
4784	match	3
4785	match	2
4786	match	2
4787	match	2
4788	match	2
4789	match	9
4790	match	2
4791	match	2
4792	match	2
4793	match	3
4794	match	2
4795	match	2
4796	match	2
4797	match	3
4798	-	9
4799	-	3
4800	match	2
4801	match	2
4802	match	2
4803	-	4
4804	match	8
4805	match	2
4806	match	5
4807	match	3
4808	match	5
4809	match	2
4810	match	3
4811	match	2
4812	match	3
4813	match	2
4814	match	5
4815	match	4
4816	match	2
4817	match	4
4818	match	4
4819	match	7
4820	match	5
4821	match	6
4822	match	3
4823	match	2
4824	match	7
4825	match	2
4826	match	3
4827	match	2
4828	match	8
4829	match	3
4830	match	3
4831	match	4
4832	match	2
4833	-	2
4834	match	6
4835	match	2
4836	match	5
4837	match	2
4838	match	4
4839	match	2
4840	match	2
4841	match	3
4842	match	2
4843	match	6
4844	match	2
4845	match	2
4846	match	4
4847	match	2
4848	match	3
4849	match	2
4850	match	4
4851	match	4
4852	match	2
4853	match	2
4854	match	2
4855	match	2
4856	match	2
4857	match	2
4858	match	2
4859	match	2
4860	match	6
4861	match	5
4862	match	4
4863	match	4
4864	match	4
4865	match	6
4866	match	3
4867	match	2
4868	match	2
4869	match	2
4870	match	4
4871	match	2
4872	match	2
4873	match	2
4874	-	15
4875	match	3
4876	match	2
4877	match	5
4878	match	2
4879	match	11
4880	match	3
4881	match	2
4882	match	2
4883	match	3
4884	match	4
4885	match	7
4886	match	3
4887	match	3
4888	match	3
4889	match	2
4890	match	5
4891	match	4
4892	match	2
4893	match	3
4894	match	5
4895	match	4
4896	match	2
4897	match	8
4898	match	2
4899	match	3
4900	match	2
4901	match	2
4902	match	2
4903	match	2
4904	match	2
4905	match	5
4906	match	2
4907	match	3
4908	match	3
4909	match	2
4910	match	10
4911	match	5
4912	match	2
4913	match	2
4914	match	2
4915	match	2
4916	match	5
4917	match	2
4918	match	2
4919	match	6
4920	match	13
4921	match	4
4922	match	3
4923	match	2
4924	match	2
4925	match	5
4926	match	3
4927	match	2
4928	match	4
4929	match	3
4930	match	3
4931	match	2
4932	match	2
4933	match	2
4934	match	2
4935	match	3
4936	match	2
4937	match	2
4938	match	2
4939	match	3
4940	match	2
4941	match	2
4942	match	3
4943	match	3
4944	match	3
4945	match	6
4946	match	2
4947	match	3
4948	match	2
4949	match	2
4950	match	2
4951	match	2
4952	match	2
4953	match	2
4954	match	5
4955	match	3
4956	match	5
4957	match	4
4958	match	2
4959	match	2
4960	match	2
4961	match	7
4962	match	3
4963	match	5
4964	match	5
4965	match	6
4966	match	5
4967	-	14
4968	match	2
4969	match	2
4970	match	2
4971	match	3
4972	match	4
4973	match	12
4974	match	3
4975	match	2
4976	match	2
4977	match	4
4978	match	2
4979	match	2
4980	match	3
4981	match	3
4982	match	3
4983	match	3
4984	match	2
4985	match	2
4986	match	5
4987	match	4
4988	match	2
4989	match	3
4990	match	2
4991	match	3
4992	match	2
4993	match	2
4994	match	3
4995	match	4
4996	match	2
4997	match	4
4998	match	3
4999	match	5
5000	match	3
5001	match	3
5002	match	4
5003	match	2
5004	match	2
5005	match	2
5006	match	2
5007	match	10
5008	match	3
5009	match	2
5010	match	12
5011	match	8
5012	match	13
5013	match	3
5014	match	2
5015	match	7
5016	match	4
5017	match	4
5018	match	3
5019	match	5
5020	match	10
5021	match	4
5022	match	4
5023	match	8
5024	match	3
5025	match	3
5026	match	11
5027	match	4
5028	-	4
5029	match	5
5030	match	3
5031	match	2
5032	match	2
5033	match	2
5034	match	3
5035	match	3
5036	match	4
5037	match	4
5038	match	3
5039	match	2
5040	match	5
5041	match	5
5042	match	3
5043	match	3
5044	match	3
5045	match	3
5046	match	2
5047	match	7
5048	match	5
5049	match	5
5050	match	10
5051	match	8
5052	match	6
5053	match	3
5054	match	2
5055	match	2
5056	match	2
5057	match	2
5058	match	2
5059	match	2
5060	match	2
5061	match	4
5062	match	2
5063	match	5
5064	match	4
5065	match	2
5066	match	2
5067	match	2
5068	match	2
5069	match	4
5070	match	4
5071	match	2
5072	match	4
5073	match	2
5074	match	2
5075	match	2
5076	match	4
5077	match	8
5078	match	4
5079	match	3
5080	match	2
5081	match	7
5082	match	2
5083	match	2
5084	match	2
5085	match	2
5086	match	12
5087	match	2
5088	match	9
5089	match	4
5090	match	3
5091	match	2
5092	match	3
5093	match	4
5094	match	2
5095	match	2
5096	match	2
5097	match	3
5098	match	3
5099	match	5
5100	match	8
5101	match	9
5102	-	5
5103	match	4
5104	match	2
5105	match	2
5106	-	2
5107	match	3
5108	match	7
5109	match	2
5110	match	2
5111	match	6
5112	match	3
5113	match	3
5114	match	4
5115	match	4
5116	-	5
5117	match	5
5118	match	3
5119	-	6
5120	match	2
5121	match	2
5122	match	2
5123	match	2
5124	match	6
5125	match	2
5126	match	4
5127	match	3
5128	match	3
5129	match	9
5130	match	3
5131	match	3
5132	match	4
5133	match	3
5134	match	3
5135	match	5
5136	match	3
5137	match	3
5138	match	9
5139	match	2
5140	match	3
5141	match	10
5142	match	3
5143	match	2
5144	match	3
5145	match	2
5146	match	2
5147	match	2
5148	match	2
5149	match	3
5150	match	2
5151	match	2
5152	match	2
5153	match	3
5154	match	3
5155	match	6
5156	match	2
5157	match	4
5158	match	4
5159	match	3
5160	match	10
5161	match	2
5162	match	2
5163	match	2
5164	match	2
5165	match	3
5166	match	6
5167	match	6
5168	match	3
5169	match	3
5170	match	3
5171	match	3
5172	match	6
5173	match	2
5174	match	3
5175	match	2
5176	match	6
5177	match	3
5178	match	2
5179	match	7
5180	match	2
5181	match	4
5182	match	2
5183	match	4
5184	match	5
5185	match	2
5186	match	2
5187	match	2
5188	match	4
5189	match	2
5190	match	9
5191	-	3
5192	match	3
5193	match	6
5194	match	4
5195	match	3
5196	match	3
5197	match	4
5198	match	3
5199	match	2
5200	match	2
5201	match	3
5202	-	3
5203	match	9
5204	match	2
5205	match	2
5206	match	2
5207	match	10
5208	match	3
5209	match	3
5210	match	2
5211	match	14
5212	match	3
5213	match	4
5214	match	2
5215	match	12
5216	match	2
5217	match	3
5218	match	3
5219	match	3
5220	match	4
5221	match	2
5222	match	2
5223	match	4
5224	match	3
5225	match	2
5226	-	3
5227	match	4
5228	-	4
5229	match	8
5230	match	2
5231	match	2
5232	match	6
5233	-	5
5234	match	2
5235	match	2
5236	match	2
5237	match	4
5238	match	2
5239	match	4
5240	match	7
5241	match	5
5242	match	2
5243	match	4
5244	match	2
5245	match	2
5246	match	6
5247	-	5
5248	match	2
5249	match	5
5250	match	2
5251	match	3
5252	match	2
5253	match	2
5254	match	2
5255	match	3
5256	match	8
5257	match	2
5258	-	11
5259	match	12
5260	match	3
5261	-	4
5262	match	3
5263	match	5
5264	match	2
5265	match	4
5266	match	2
5267	match	2
5268	match	3
5269	match	2
5270	match	2
5271	match	7
5272	match	12
5273	match	8
5274	match	2
5275	match	5
5276	match	2
5277	match	3
5278	match	4
5279	-	4
5280	match	2
5281	match	2
5282	match	2
5283	match	2
5284	match	2
5285	match	3
5286	match	2
5287	match	2
5288	match	9
5289	match	3
5290	match	4
5291	-	2
5292	match	2
5293	match	2
5294	match	2
5295	match	4
5296	match	5
5297	match	5
5298	match	3
5299	match	2
5300	match	2
5301	match	2
5302	match	2
5303	match	14
5304	match	4
5305	match	2
5306	match	3
5307	match	2
5308	match	2
5309	match	2
5310	match	4
5311	match	4
5312	match	2
5313	match	2
5314	match	2
5315	match	5
5316	match	10
5317	match	2
5318	match	2
5319	match	2
5320	match	2
5321	match	3
5322	match	2
5323	match	2
5324	match	5
5325	match	2
5326	match	6
5327	match	2
5328	match	2
5329	match	2
5330	match	2
5331	match	2
5332	match	2
5333	match	2
5334	match	3
5335	match	2
5336	match	3
5337	match	8
5338	match	4
5339	match	2
5340	match	2
5341	match	4
5342	match	2
5343	match	2
5344	match	2
5345	match	5
5346	match	2
5347	match	2
5348	match	3
5349	match	3
5350	match	9
5351	match	3
5352	match	2
5353	match	13
5354	match	2
5355	match	3
5356	match	2
5357	match	5
5358	match	3
5359	match	3
5360	match	2
5361	match	2
5362	match	3
5363	match	3
5364	match	2
5365	match	2
5366	match	2
5367	match	2
5368	match	2
5369	match	2
5370	match	2
5371	match	2
5372	match	2
5373	match	10
5374	match	2
5375	match	3
5376	match	3
5377	match	2
5378	match	4
5379	match	6
5380	match	2
5381	-	12
5382	match	4
5383	match	2
5384	-	5
5385	match	2
5386	match	2
5387	match	2
5388	match	2
5389	match	3
5390	match	2
5391	match	2
5392	match	4
5393	-	9
5394	match	2
5395	match	6
5396	match	2
5397	match	6
5398	match	3
5399	match	2
5400	match	11
5401	match	2
5402	match	6
5403	match	2
5404	match	4
5405	match	2
5406	match	11
5407	match	3
5408	match	8
5409	match	9
5410	match	6
5411	match	3
5412	match	5
5413	match	2
5414	match	3
5415	match	2
5416	match	3
5417	match	2
5418	match	6
5419	match	2
5420	match	2
5421	match	2
5422	match	2
5423	match	3
5424	match	5
5425	match	2
5426	match	2
5427	match	2
5428	match	9
5429	match	14
5430	match	4
5431	match	2
5432	match	2
5433	match	3
5434	match	2
5435	match	4
5436	match	2
5437	match	2
5438	match	2
5439	-	14
5440	match	3
5441	match	3
5442	match	2
5443	match	2
5444	match	2
5445	match	2
5446	match	2
5447	match	3
5448	match	3
5449	match	2
5450	match	2
5451	match	2
5452	-	13
5453	match	2
5454	match	4
5455	match	2
5456	match	3
5457	match	3
5458	match	2
5459	match	2
5460	match	2
5461	match	3
5462	match	2
5463	match	2
5464	match	2
5465	match	6
5466	match	2
5467	match	2
5468	match	4
5469	match	3
5470	match	3
5471	match	3
5472	match	3
5473	match	6
5474	match	2
5475	match	2
5476	match	31
5477	match	2
5478	match	3
5479	match	3
5480	-	4
5481	match	2
5482	match	2
5483	match	2
5484	match	2
5485	match	2
5486	match	2
5487	match	2
5488	match	2
5489	match	2
5490	match	5
5491	match	2
5492	match	3
5493	match	3
5494	match	2
5495	match	2
5496	match	3
5497	match	2
5498	match	7
5499	match	3
5500	match	2
5501	match	2
5502	match	3
5503	match	2
5504	match	2
5505	match	6
5506	match	2
5507	match	2
5508	match	3
5509	match	2
5510	match	2
5511	match	4
5512	match	3
5513	match	5
5514	match	2
5515	match	2
5516	match	7
5517	match	3
5518	match	2
5519	match	3
5520	match	4
5521	match	4
5522	match	2
5523	match	3
5524	match	2
5525	match	2
5526	match	5
5527	match	4
5528	-	6
5529	match	3
5530	match	2
5531	match	3
5532	match	2
5533	match	2
5534	match	2
5535	match	2
5536	match	2
5537	match	2
5538	match	2
5539	match	3
5540	match	2
5541	match	2
5542	match	2
5543	match	3
5544	match	7
5545	match	2
5546	match	2
5547	match	3
5548	match	3
5549	match	2
5550	match	2
5551	match	2
5552	match	3
5553	match	2
5554	match	2
5555	match	2
5556	match	2
5557	match	2
5558	match	2
5559	match	2
5560	match	2
5561	match	2
5562	match	4
5563	match	3
5564	match	2
5565	match	2
5566	match	2
5567	match	2
5568	match	2
5569	match	2
5570	match	2
5571	match	2
5572	match	2
5573	match	2
5574	match	2
5575	match	3
5576	match	2
5577	match	4
5578	match	2
5579	match	2
5580	match	2
5581	match	2
5582	match	2
5583	-	6
5584	match	2
5585	match	3
5586	match	2
5587	match	2
5588	match	2
5589	match	3
5590	match	2
5591	match	2
5592	match	2
5593	match	9
5594	match	2
5595	match	2
5596	match	5
5597	match	3
5598	match	2
5599	match	3
5600	match	5
5601	match	5
5602	match	2
5603	match	2
5604	match	2
5605	match	2
5606	match	2
5607	match	2
5608	match	2
5609	match	3
5610	match	2
5611	match	2
5612	match	2
5613	match	4
5614	match	2
5615	match	3
5616	match	5
5617	match	4
5618	match	2
5619	match	2
5620	-	2
5621	match	4
5622	match	2
5623	match	2
5624	match	2
5625	match	2
5626	match	2
5627	match	5
5628	match	2
5629	match	2
5630	match	3
5631	match	2
5632	match	2
5633	match	3
5634	match	2
5635	match	2
5636	match	3
5637	match	2
5638	match	3
5639	match	2
5640	match	7
5641	match	3
5642	match	2
5643	match	2
5644	match	4
5645	match	3
5646	match	2
5647	match	4
5648	match	4
5649	match	2
5650	match	2
5651	match	2
5652	match	2
5653	match	4
5654	match	4
5655	match	2
5656	match	6
5657	match	5
5658	match	2
5659	match	2
5660	match	2
5661	match	2
5662	match	3
5663	match	2
5664	match	4
5665	match	2
5666	match	2
5667	match	7
5668	match	4
5669	match	2
5670	match	2
5671	match	2
5672	-	4
5673	match	2
5674	match	2
5675	match	4
5676	match	3
5677	match	4
5678	match	2
5679	match	2
5680	-	3
5681	match	2
5682	match	8
5683	match	2
5684	match	4
5685	match	3
5686	match	2
5687	match	2
5688	match	2
5689	match	2
5690	match	2
5691	match	7
5692	match	3
5693	match	2
5694	match	2
5695	match	2
5696	match	4
5697	match	2
5698	match	2
5699	match	2
5700	match	3
5701	match	2
5702	match	3
5703	match	6
5704	match	2
5705	match	4
5706	match	2
5707	match	2
5708	match	2
5709	match	4
5710	match	2
5711	match	6
5712	match	4
5713	match	2
5714	match	2
5715	match	4
5716	match	3
5717	match	2
5718	match	2
5719	match	2
5720	match	8
5721	match	3
5722	match	3
5723	match	4
5724	match	7
5725	match	2
5726	match	2
5727	match	2
5728	match	2
5729	match	4
5730	match	2
5731	match	2
5732	match	2
5733	match	3
5734	match	2
5735	match	3
5736	match	2
5737	match	2
5738	match	4
5739	match	10
5740	match	2
5741	match	2
5742	match	2
5743	match	2
5744	match	2
5745	match	2
5746	match	6
5747	match	2
5748	match	2
5749	match	2
5750	-	5
5751	match	2
5752	match	2
5753	match	4
5754	match	4
5755	match	2
5756	match	2
5757	match	2
5758	match	2
5759	match	2
5760	match	2
5761	match	2
5762	match	2
5763	match	3
5764	match	2
5765	match	2
5766	match	2
5767	match	2
5768	match	2
5769	match	4
5770	match	4
5771	match	2
5772	match	2
5773	match	2
5774	match	2
5775	match	9
5776	match	3
5777	match	2
5778	match	3
5779	match	3
5780	match	3
5781	match	2
5782	match	5
5783	match	2
5784	match	2
5785	match	2
5786	match	2
5787	match	2
5788	match	2
5789	match	2
5790	match	2
5791	match	3
5792	match	3
5793	match	2
5794	match	2
5795	match	2
5796	-	5
5797	match	2
5798	match	2
5799	match	3
5800	match	3
5801	match	3
5802	match	2
5803	match	4
5804	match	3
5805	match	2
5806	match	2
5807	match	2
5808	match	4
5809	match	2
5810	match	2
5811	match	2
5812	match	2
5813	match	6
5814	match	4
5815	match	3
5816	match	2
5817	match	2
5818	match	2
5819	match	9
5820	match	6
5821	-	14
5822	match	2
5823	match	6
5824	match	2
5825	match	2
5826	match	5
5827	match	2
5828	match	2
5829	match	2
5830	match	2
5831	match	2
5832	match	2
5833	match	12
5834	match	2
5835	match	2
5836	-	7
5837	match	2
5838	match	4
5839	match	2
5840	match	2
5841	match	2
5842	match	5
5843	match	3
5844	match	2
5845	match	9
5846	match	2
5847	match	11
5848	match	14
5849	match	5
5850	match	3
5851	match	2
5852	match	4
5853	match	2
5854	match	2
5855	match	2
5856	match	2
5857	match	5
5858	match	2
5859	match	2
5860	match	2
5861	match	2
5862	match	2
5863	match	2
5864	match	4
5865	match	2
5866	match	2
5867	match	3
5868	match	2
5869	match	2
5870	match	2
5871	match	6
5872	match	2
5873	match	2
5874	match	2
5875	match	4
5876	match	2
5877	match	3
